,No answer,a few days or more,within a day,within a few hours,within an hour
26238,1,0,0,0,0
26239,1,0,0,0,0
26240,0,0,0,0,1
26241,0,0,0,0,1
26242,0,0,0,0,1
26243,1,0,0,0,0
26244,1,0,0,0,0
26245,1,0,0,0,0
26246,1,0,0,0,0
26247,1,0,0,0,0
26248,1,0,0,0,0
26249,0,0,0,1,0
26250,0,0,0,0,1
26251,0,0,0,0,1
26252,0,0,0,1,0
26253,0,0,0,0,1
26254,0,0,0,0,1
26255,1,0,0,0,0
26256,0,0,0,1,0
26257,0,0,1,0,0
26258,0,0,1,0,0
26259,0,0,0,1,0
26260,0,0,0,0,1
26261,0,0,0,1,0
26262,0,0,0,1,0
26263,0,0,0,0,1
26264,0,0,0,0,1
26265,0,0,0,1,0
26266,1,0,0,0,0
26267,0,0,0,1,0
26268,1,0,0,0,0
26269,1,0,0,0,0
26270,0,0,0,0,1
26271,1,0,0,0,0
26272,0,0,0,0,1
26273,0,0,1,0,0
26274,1,0,0,0,0
26275,1,0,0,0,0
26276,0,0,0,1,0
26277,1,0,0,0,0
26278,0,1,0,0,0
26279,1,0,0,0,0
26280,0,0,1,0,0
26281,0,0,0,1,0
26282,1,0,0,0,0
26283,1,0,0,0,0
26284,1,0,0,0,0
26285,1,0,0,0,0
26286,0,0,1,0,0
26287,1,0,0,0,0
26288,1,0,0,0,0
26289,0,0,0,1,0
26290,0,1,0,0,0
26291,0,0,1,0,0
26292,1,0,0,0,0
26293,1,0,0,0,0
26294,0,0,0,0,1
26295,0,0,0,0,1
26296,0,0,0,0,1
26297,1,0,0,0,0
26298,0,0,0,0,1
26299,0,0,1,0,0
26300,0,0,1,0,0
26301,0,0,0,1,0
26302,1,0,0,0,0
26303,0,0,0,0,1
26304,0,0,0,0,1
26305,1,0,0,0,0
26306,0,0,0,0,1
26307,1,0,0,0,0
26308,1,0,0,0,0
26309,0,0,1,0,0
26310,0,0,0,0,1
26311,1,0,0,0,0
26312,1,0,0,0,0
26313,1,0,0,0,0
26314,1,0,0,0,0
26315,1,0,0,0,0
26316,1,0,0,0,0
26317,0,0,0,0,1
26318,0,0,0,0,1
26319,0,0,1,0,0
26320,1,0,0,0,0
26321,0,0,0,1,0
26322,1,0,0,0,0
26323,1,0,0,0,0
26324,1,0,0,0,0
26325,0,0,1,0,0
26326,0,1,0,0,0
26327,0,0,0,1,0
26328,0,0,1,0,0
26329,0,0,0,0,1
26330,0,0,1,0,0
26331,0,0,0,1,0
26332,0,0,1,0,0
26333,0,0,0,1,0
26334,0,0,0,1,0
26335,0,0,0,0,1
26336,0,0,0,0,1
26337,0,0,0,1,0
26338,0,0,0,0,1
26339,0,0,0,1,0
26340,1,0,0,0,0
26341,1,0,0,0,0
26342,0,0,0,0,1
26343,1,0,0,0,0
26344,1,0,0,0,0
26345,0,0,0,1,0
26346,1,0,0,0,0
26347,1,0,0,0,0
26348,0,0,0,0,1
26349,0,0,0,1,0
26350,1,0,0,0,0
26351,0,0,0,1,0
26352,0,0,0,1,0
26353,0,0,0,1,0
26354,0,0,1,0,0
26355,1,0,0,0,0
26356,1,0,0,0,0
26357,1,0,0,0,0
26358,0,0,0,1,0
26359,0,0,0,0,1
26360,0,0,0,0,1
26361,0,0,0,0,1
26362,0,0,0,0,1
26363,1,0,0,0,0
26364,0,0,1,0,0
26365,0,0,0,0,1
26366,1,0,0,0,0
26367,1,0,0,0,0
26368,1,0,0,0,0
26369,0,0,0,0,1
26370,0,0,0,1,0
26371,1,0,0,0,0
26372,1,0,0,0,0
26373,0,0,0,0,1
26374,1,0,0,0,0
26375,0,0,1,0,0
26376,1,0,0,0,0
26377,1,0,0,0,0
26378,1,0,0,0,0
26379,1,0,0,0,0
26380,1,0,0,0,0
26381,0,0,0,0,1
26382,1,0,0,0,0
26383,0,0,0,0,1
26384,0,0,0,0,1
26385,0,0,0,0,1
26386,0,0,0,0,1
26387,0,0,0,1,0
26388,0,1,0,0,0
26389,0,0,0,0,1
26390,1,0,0,0,0
26391,1,0,0,0,0
26392,0,0,0,0,1
26393,0,0,0,1,0
26394,1,0,0,0,0
26395,0,0,0,1,0
26396,0,0,0,0,1
26397,1,0,0,0,0
26398,0,0,0,1,0
26399,0,0,0,0,1
26400,0,0,0,0,1
26401,0,0,0,0,1
26402,0,0,0,1,0
26403,0,0,0,0,1
26404,1,0,0,0,0
26405,0,0,0,0,1
26406,1,0,0,0,0
26407,1,0,0,0,0
26408,0,0,1,0,0
26409,0,0,0,0,1
26410,0,0,0,0,1
26411,1,0,0,0,0
26412,0,0,0,0,1
26413,0,0,0,0,1
26414,0,0,0,0,1
26415,0,0,0,0,1
26416,0,0,0,0,1
26417,0,0,0,1,0
26418,0,0,1,0,0
26419,0,0,0,0,1
26420,1,0,0,0,0
26421,0,0,0,1,0
26422,1,0,0,0,0
26423,0,0,1,0,0
26424,1,0,0,0,0
26425,1,0,0,0,0
26426,0,0,0,0,1
26427,1,0,0,0,0
26428,0,0,0,0,1
26429,0,0,0,1,0
26430,1,0,0,0,0
26431,1,0,0,0,0
26432,0,0,0,0,1
26433,1,0,0,0,0
26434,1,0,0,0,0
26435,0,0,0,1,0
26436,0,0,1,0,0
26437,0,0,1,0,0
26438,0,0,0,1,0
26439,0,0,0,0,1
26440,1,0,0,0,0
26441,0,0,0,0,1
26442,0,0,0,1,0
26443,0,0,0,0,1
26444,0,0,0,0,1
26445,0,1,0,0,0
26446,0,0,1,0,0
26447,0,0,1,0,0
26448,0,1,0,0,0
26449,0,0,1,0,0
26450,1,0,0,0,0
26451,0,0,0,0,1
26452,1,0,0,0,0
26453,0,0,0,1,0
26454,0,0,1,0,0
26455,0,0,1,0,0
26456,1,0,0,0,0
26457,1,0,0,0,0
26458,0,0,0,0,1
26459,0,0,0,0,1
26460,1,0,0,0,0
26461,1,0,0,0,0
26462,1,0,0,0,0
26463,0,0,0,1,0
26464,0,0,0,0,1
26465,1,0,0,0,0
26466,0,0,0,0,1
26467,0,0,0,0,1
26468,0,0,0,1,0
26469,1,0,0,0,0
26470,0,0,0,0,1
26471,0,0,0,1,0
26472,0,0,1,0,0
26473,0,0,1,0,0
26474,1,0,0,0,0
26475,1,0,0,0,0
26476,0,0,0,0,1
26477,1,0,0,0,0
26478,1,0,0,0,0
26479,1,0,0,0,0
26480,0,0,0,0,1
26481,0,0,0,0,1
26482,0,0,0,0,1
26483,1,0,0,0,0
26484,0,0,1,0,0
26485,1,0,0,0,0
26486,0,0,1,0,0
26487,0,0,0,0,1
26488,0,0,0,0,1
26489,0,0,0,0,1
26490,0,0,0,0,1
26491,0,0,1,0,0
26492,1,0,0,0,0
26493,1,0,0,0,0
26494,0,0,0,0,1
26495,1,0,0,0,0
26496,0,0,0,0,1
26497,0,0,0,1,0
26498,1,0,0,0,0
26499,1,0,0,0,0
26500,0,0,0,0,1
26501,0,0,0,0,1
26502,0,0,0,1,0
26503,0,0,0,0,1
26504,1,0,0,0,0
26505,1,0,0,0,0
26506,1,0,0,0,0
26507,1,0,0,0,0
26508,1,0,0,0,0
26509,0,0,0,0,1
26510,1,0,0,0,0
26511,0,0,0,1,0
26512,1,0,0,0,0
26513,1,0,0,0,0
26514,1,0,0,0,0
26515,0,0,0,0,1
26516,0,0,0,0,1
26517,0,0,0,0,1
26518,0,0,0,0,1
26519,1,0,0,0,0
26520,0,0,0,1,0
26521,0,0,0,0,1
26522,1,0,0,0,0
26523,0,0,0,1,0
26524,0,0,0,0,1
26525,0,0,0,0,1
26526,1,0,0,0,0
26527,0,0,0,0,1
26528,0,0,0,1,0
26529,0,0,0,0,1
26530,0,0,0,1,0
26531,0,0,0,0,1
26532,0,0,0,1,0
26533,0,0,0,1,0
26534,1,0,0,0,0
26535,0,0,0,1,0
26536,0,0,0,0,1
26537,1,0,0,0,0
26538,1,0,0,0,0
26539,0,1,0,0,0
26540,0,0,1,0,0
26541,0,0,0,0,1
26542,0,0,0,0,1
26543,0,0,0,1,0
26544,1,0,0,0,0
26545,0,0,0,0,1
26546,1,0,0,0,0
26547,1,0,0,0,0
26548,0,0,0,1,0
26549,0,1,0,0,0
26550,0,1,0,0,0
26551,1,0,0,0,0
26552,0,0,1,0,0
26553,1,0,0,0,0
26554,1,0,0,0,0
26555,0,0,0,0,1
26556,0,0,0,1,0
26557,0,0,0,0,1
26558,1,0,0,0,0
26559,1,0,0,0,0
26560,0,0,0,1,0
26561,0,0,1,0,0
26562,1,0,0,0,0
26563,0,0,0,0,1
26564,0,0,0,0,1
26565,1,0,0,0,0
26566,1,0,0,0,0
26567,0,0,0,0,1
26568,1,0,0,0,0
26569,0,0,1,0,0
26570,0,0,0,1,0
26571,0,0,0,1,0
26572,0,0,0,1,0
26573,0,0,1,0,0
26574,0,0,0,1,0
26575,0,0,1,0,0
26576,1,0,0,0,0
26577,1,0,0,0,0
26578,0,0,0,0,1
26579,0,0,1,0,0
26580,0,0,0,0,1
26581,1,0,0,0,0
26582,0,0,0,0,1
26583,0,0,0,0,1
26584,1,0,0,0,0
26585,1,0,0,0,0
26586,1,0,0,0,0
26587,0,0,1,0,0
26588,1,0,0,0,0
26589,0,0,0,0,1
26590,0,0,1,0,0
26591,1,0,0,0,0
26592,0,0,0,0,1
26593,0,0,1,0,0
26594,0,0,0,0,1
26595,1,0,0,0,0
26596,0,0,1,0,0
26597,0,0,0,1,0
26598,1,0,0,0,0
26599,0,0,0,0,1
26600,0,0,0,0,1
26601,0,0,0,0,1
26602,1,0,0,0,0
26603,0,0,1,0,0
26604,0,0,0,0,1
26605,0,0,0,1,0
26606,0,0,0,1,0
26607,0,0,0,1,0
26608,0,0,1,0,0
26609,0,0,1,0,0
26610,1,0,0,0,0
26611,1,0,0,0,0
26612,1,0,0,0,0
26613,0,0,1,0,0
26614,0,0,0,0,1
26615,0,0,0,1,0
26616,0,0,0,1,0
26617,0,0,1,0,0
26618,1,0,0,0,0
26619,0,0,0,1,0
26620,1,0,0,0,0
26621,0,0,1,0,0
26622,0,1,0,0,0
26623,1,0,0,0,0
26624,1,0,0,0,0
26625,0,0,0,0,1
26626,0,0,0,0,1
26627,1,0,0,0,0
26628,1,0,0,0,0
26629,1,0,0,0,0
26630,0,0,0,0,1
26631,0,0,0,0,1
26632,0,1,0,0,0
26633,0,0,1,0,0
26634,0,0,0,0,1
26635,0,0,0,0,1
26636,1,0,0,0,0
26637,0,0,0,0,1
26638,0,0,0,0,1
26639,0,0,0,1,0
26640,0,0,0,0,1
26641,1,0,0,0,0
26642,0,0,0,0,1
26643,0,0,0,0,1
26644,0,0,0,0,1
26645,0,0,0,0,1
26646,0,0,0,0,1
26647,0,0,0,0,1
26648,1,0,0,0,0
26649,0,0,0,1,0
26650,1,0,0,0,0
26651,0,0,0,1,0
26652,0,0,0,0,1
26653,0,0,0,0,1
26654,0,0,0,0,1
26655,1,0,0,0,0
26656,0,0,0,0,1
26657,1,0,0,0,0
26658,0,0,1,0,0
26659,0,0,0,0,1
26660,1,0,0,0,0
26661,0,0,0,1,0
26662,0,0,0,1,0
26663,0,0,0,0,1
26664,1,0,0,0,0
26665,0,0,0,0,1
26666,0,0,0,1,0
26667,1,0,0,0,0
26668,1,0,0,0,0
26669,0,0,0,0,1
26670,1,0,0,0,0
26671,0,0,0,0,1
26672,0,0,0,1,0
26673,1,0,0,0,0
26674,0,0,0,0,1
26675,0,0,0,1,0
26676,0,0,0,0,1
26677,0,0,0,1,0
26678,0,0,0,0,1
26679,0,0,0,1,0
26680,1,0,0,0,0
26681,0,0,0,0,1
26682,0,0,0,0,1
26683,0,0,0,0,1
26684,0,0,0,0,1
26685,0,0,1,0,0
26686,0,0,1,0,0
26687,0,0,0,1,0
26688,0,0,0,1,0
26689,0,0,0,0,1
26690,0,0,0,0,1
26691,0,0,0,1,0
26692,1,0,0,0,0
26693,0,0,0,1,0
26694,0,0,1,0,0
26695,0,0,0,0,1
26696,1,0,0,0,0
26697,0,0,0,0,1
26698,1,0,0,0,0
26699,0,0,0,0,1
26700,1,0,0,0,0
26701,0,0,0,0,1
26702,1,0,0,0,0
26703,0,0,0,1,0
26704,1,0,0,0,0
26705,0,0,1,0,0
26706,0,0,0,0,1
26707,1,0,0,0,0
26708,0,0,1,0,0
26709,1,0,0,0,0
26710,0,0,0,0,1
26711,0,0,0,0,1
26712,0,0,0,0,1
26713,0,0,0,1,0
26714,0,0,0,0,1
26715,0,0,0,0,1
26716,0,0,0,0,1
26717,0,0,0,1,0
26718,0,0,0,0,1
26719,1,0,0,0,0
26720,0,0,1,0,0
26721,1,0,0,0,0
26722,1,0,0,0,0
26723,1,0,0,0,0
26724,0,0,1,0,0
26725,0,0,1,0,0
26726,1,0,0,0,0
26727,1,0,0,0,0
26728,0,0,1,0,0
26729,0,0,0,1,0
26730,0,0,1,0,0
26731,0,0,0,0,1
26732,1,0,0,0,0
26733,1,0,0,0,0
26734,1,0,0,0,0
26735,1,0,0,0,0
26736,1,0,0,0,0
26737,0,0,1,0,0
26738,0,0,0,0,1
26739,0,0,0,0,1
26740,1,0,0,0,0
26741,0,0,1,0,0
26742,0,0,0,0,1
26743,0,0,0,0,1
26744,0,0,0,0,1
26745,1,0,0,0,0
26746,1,0,0,0,0
26747,0,0,0,1,0
26748,0,0,0,0,1
26749,0,0,0,1,0
26750,0,0,0,0,1
26751,0,0,1,0,0
26752,1,0,0,0,0
26753,0,0,0,1,0
26754,0,0,0,1,0
26755,0,0,0,0,1
26756,1,0,0,0,0
26757,0,0,0,0,1
26758,0,1,0,0,0
26759,0,1,0,0,0
26760,0,1,0,0,0
26761,1,0,0,0,0
26762,1,0,0,0,0
26763,0,0,0,0,1
26764,0,0,0,0,1
26765,1,0,0,0,0
26766,1,0,0,0,0
26767,0,0,0,1,0
26768,1,0,0,0,0
26769,0,0,1,0,0
26770,1,0,0,0,0
26771,0,0,0,0,1
26772,0,0,0,1,0
26773,0,0,1,0,0
26774,0,0,0,0,1
26775,0,1,0,0,0
26776,1,0,0,0,0
26777,0,0,1,0,0
26778,0,0,0,0,1
26779,0,0,1,0,0
26780,1,0,0,0,0
26781,0,0,0,0,1
26782,0,0,1,0,0
26783,0,0,1,0,0
26784,0,0,0,1,0
26785,0,0,1,0,0
26786,1,0,0,0,0
26787,0,1,0,0,0
26788,0,0,1,0,0
26789,0,0,1,0,0
26790,1,0,0,0,0
26791,0,0,0,1,0
26792,0,0,1,0,0
26793,1,0,0,0,0
26794,0,0,1,0,0
26795,1,0,0,0,0
26796,0,0,0,0,1
26797,0,0,0,0,1
26798,1,0,0,0,0
26799,0,0,0,1,0
26800,1,0,0,0,0
26801,1,0,0,0,0
26802,0,0,0,0,1
26803,1,0,0,0,0
26804,0,0,0,0,1
26805,0,0,0,0,1
26806,0,0,0,1,0
26807,1,0,0,0,0
26808,1,0,0,0,0
26809,0,0,0,1,0
26810,0,0,1,0,0
26811,1,0,0,0,0
26812,0,0,0,0,1
26813,1,0,0,0,0
26814,0,0,0,1,0
26815,0,1,0,0,0
26816,1,0,0,0,0
26817,0,0,0,1,0
26818,1,0,0,0,0
26819,1,0,0,0,0
26820,0,0,1,0,0
26821,0,0,0,0,1
26822,0,0,0,1,0
26823,0,0,0,0,1
26824,1,0,0,0,0
26825,0,0,0,0,1
26826,1,0,0,0,0
26827,0,0,1,0,0
26828,1,0,0,0,0
26829,0,0,1,0,0
26830,0,0,0,0,1
26831,0,0,0,0,1
26832,0,0,1,0,0
26833,0,0,0,0,1
26834,0,0,1,0,0
26835,0,0,0,0,1
26836,1,0,0,0,0
26837,0,0,0,0,1
26838,1,0,0,0,0
26839,0,0,0,0,1
26840,0,0,1,0,0
26841,0,0,0,0,1
26842,0,0,0,0,1
26843,1,0,0,0,0
26844,1,0,0,0,0
26845,0,0,0,0,1
26846,0,0,0,1,0
26847,0,0,0,0,1
26848,0,0,0,0,1
26849,1,0,0,0,0
26850,1,0,0,0,0
26851,0,0,0,0,1
26852,1,0,0,0,0
26853,1,0,0,0,0
26854,0,0,0,0,1
26855,0,0,0,1,0
26856,0,0,0,0,1
26857,0,0,0,1,0
26858,1,0,0,0,0
26859,0,0,1,0,0
26860,0,0,0,0,1
26861,0,0,0,0,1
26862,0,0,0,1,0
26863,1,0,0,0,0
26864,0,0,0,1,0
26865,1,0,0,0,0
26866,0,0,1,0,0
26867,0,0,0,1,0
26868,0,0,0,0,1
26869,1,0,0,0,0
26870,0,0,1,0,0
26871,1,0,0,0,0
26872,1,0,0,0,0
26873,0,0,0,1,0
26874,0,0,0,0,1
26875,1,0,0,0,0
26876,1,0,0,0,0
26877,0,0,0,0,1
26878,1,0,0,0,0
26879,0,0,1,0,0
26880,1,0,0,0,0
26881,1,0,0,0,0
26882,1,0,0,0,0
26883,1,0,0,0,0
26884,1,0,0,0,0
26885,0,0,0,0,1
26886,0,0,0,0,1
26887,1,0,0,0,0
26888,1,0,0,0,0
26889,0,0,0,0,1
26890,1,0,0,0,0
26891,1,0,0,0,0
26892,1,0,0,0,0
26893,1,0,0,0,0
26894,1,0,0,0,0
26895,0,0,0,0,1
26896,0,0,0,1,0
26897,1,0,0,0,0
26898,0,0,0,0,1
26899,0,0,0,1,0
26900,1,0,0,0,0
26901,0,0,0,0,1
26902,0,0,1,0,0
26903,0,0,0,0,1
26904,1,0,0,0,0
26905,0,0,0,0,1
26906,0,0,0,0,1
26907,1,0,0,0,0
26908,0,0,1,0,0
26909,0,0,0,1,0
26910,1,0,0,0,0
26911,0,0,0,1,0
26912,0,0,0,1,0
26913,0,0,0,0,1
26914,0,0,0,0,1
26915,1,0,0,0,0
26916,1,0,0,0,0
26917,1,0,0,0,0
26918,0,0,0,0,1
26919,1,0,0,0,0
26920,0,0,0,0,1
26921,0,0,0,0,1
26922,0,0,0,0,1
26923,1,0,0,0,0
26924,0,1,0,0,0
26925,0,0,1,0,0
26926,1,0,0,0,0
26927,1,0,0,0,0
26928,1,0,0,0,0
26929,1,0,0,0,0
26930,0,0,0,0,1
26931,0,0,0,0,1
26932,0,0,0,0,1
26933,0,0,0,1,0
26934,0,0,0,0,1
26935,0,0,0,0,1
26936,0,0,0,0,1
26937,1,0,0,0,0
26938,0,1,0,0,0
26939,0,0,0,1,0
26940,0,0,0,0,1
26941,0,0,0,0,1
26942,0,0,0,0,1
26943,1,0,0,0,0
26944,0,1,0,0,0
26945,1,0,0,0,0
26946,0,0,0,0,1
26947,0,0,0,0,1
26948,1,0,0,0,0
26949,0,0,0,0,1
26950,0,0,0,1,0
26951,0,0,0,1,0
26952,0,0,0,0,1
26953,1,0,0,0,0
26954,1,0,0,0,0
26955,0,0,0,0,1
26956,1,0,0,0,0
26957,1,0,0,0,0
26958,0,0,0,0,1
26959,1,0,0,0,0
26960,1,0,0,0,0
26961,0,0,0,0,1
26962,1,0,0,0,0
26963,1,0,0,0,0
26964,0,0,0,1,0
26965,0,0,0,1,0
26966,1,0,0,0,0
26967,0,0,0,1,0
26968,0,0,1,0,0
26969,0,0,0,0,1
26970,0,0,0,0,1
26971,1,0,0,0,0
26972,0,0,0,0,1
26973,0,0,1,0,0
26974,0,0,1,0,0
26975,0,0,0,1,0
26976,0,1,0,0,0
26977,0,0,0,1,0
26978,0,0,0,0,1
26979,0,0,0,0,1
26980,0,0,0,0,1
26981,0,0,0,0,1
26982,0,0,0,0,1
26983,0,0,0,0,1
26984,0,0,0,1,0
26985,0,0,0,0,1
26986,0,0,0,0,1
26987,0,0,0,0,1
26988,0,0,0,0,1
26989,0,0,0,0,1
26990,0,0,1,0,0
26991,0,0,0,0,1
26992,0,0,0,0,1
26993,0,0,1,0,0
26994,0,0,0,0,1
26995,1,0,0,0,0
26996,0,0,0,0,1
26997,0,0,1,0,0
26998,1,0,0,0,0
26999,1,0,0,0,0
27000,0,0,0,1,0
27001,0,0,1,0,0
27002,0,0,0,1,0
27003,0,0,0,0,1
27004,0,0,0,0,1
27005,0,0,0,0,1
27006,0,0,1,0,0
27007,0,0,0,0,1
27008,0,0,0,1,0
27009,0,0,0,0,1
27010,0,0,0,0,1
27011,1,0,0,0,0
27012,1,0,0,0,0
27013,1,0,0,0,0
27014,1,0,0,0,0
27015,1,0,0,0,0
27016,1,0,0,0,0
27017,1,0,0,0,0
27018,0,0,0,0,1
27019,1,0,0,0,0
27020,0,1,0,0,0
27021,0,0,1,0,0
27022,1,0,0,0,0
27023,1,0,0,0,0
27024,1,0,0,0,0
27025,0,0,0,1,0
27026,0,0,0,0,1
27027,0,0,0,1,0
27028,0,0,0,0,1
27029,0,0,0,0,1
27030,0,0,0,0,1
27031,0,0,0,0,1
27032,1,0,0,0,0
27033,1,0,0,0,0
27034,1,0,0,0,0
27035,0,0,0,0,1
27036,0,0,1,0,0
27037,0,0,0,0,1
27038,0,0,0,0,1
27039,1,0,0,0,0
27040,0,0,0,0,1
27041,0,0,0,0,1
27042,0,0,0,0,1
27043,0,0,0,0,1
27044,0,0,0,0,1
27045,0,0,0,0,1
27046,0,0,0,0,1
27047,0,0,0,0,1
27048,1,0,0,0,0
27049,1,0,0,0,0
27050,1,0,0,0,0
27051,1,0,0,0,0
27052,0,0,0,1,0
27053,1,0,0,0,0
27054,0,0,0,1,0
27055,0,0,0,1,0
27056,1,0,0,0,0
27057,1,0,0,0,0
27058,0,0,0,1,0
27059,0,0,0,0,1
27060,0,0,0,0,1
27061,1,0,0,0,0
27062,1,0,0,0,0
27063,0,0,0,0,1
27064,1,0,0,0,0
27065,1,0,0,0,0
27066,0,0,0,1,0
27067,0,0,0,0,1
27068,0,0,0,0,1
27069,0,0,0,0,1
27070,0,0,1,0,0
27071,0,0,0,1,0
27072,0,0,1,0,0
27073,0,0,0,0,1
27074,1,0,0,0,0
27075,1,0,0,0,0
27076,1,0,0,0,0
27077,0,0,0,0,1
27078,0,0,0,0,1
27079,0,0,0,1,0
27080,1,0,0,0,0
27081,0,0,0,1,0
27082,0,0,0,0,1
27083,1,0,0,0,0
27084,1,0,0,0,0
27085,0,0,0,1,0
27086,0,0,0,0,1
27087,1,0,0,0,0
27088,0,0,0,1,0
27089,0,0,0,1,0
27090,0,0,1,0,0
27091,0,0,0,0,1
27092,1,0,0,0,0
27093,0,0,0,1,0
27094,0,0,0,1,0
27095,1,0,0,0,0
27096,1,0,0,0,0
27097,1,0,0,0,0
27098,0,0,0,0,1
27099,1,0,0,0,0
27100,0,0,0,0,1
27101,0,0,0,0,1
27102,0,0,0,0,1
27103,1,0,0,0,0
27104,1,0,0,0,0
27105,0,0,1,0,0
27106,0,0,0,0,1
27107,0,0,0,0,1
27108,0,0,0,0,1
27109,0,0,0,0,1
27110,0,1,0,0,0
27111,0,0,0,0,1
27112,0,0,0,1,0
27113,0,0,0,0,1
27114,1,0,0,0,0
27115,1,0,0,0,0
27116,0,0,1,0,0
27117,0,0,0,1,0
27118,1,0,0,0,0
27119,0,0,1,0,0
27120,0,0,0,0,1
27121,0,0,0,0,1
27122,0,0,0,1,0
27123,0,0,0,0,1
27124,0,0,0,1,0
27125,0,0,0,0,1
27126,0,0,0,0,1
27127,0,1,0,0,0
27128,1,0,0,0,0
27129,0,0,0,0,1
27130,0,0,0,1,0
27131,0,0,0,0,1
27132,0,0,0,0,1
27133,1,0,0,0,0
27134,0,0,0,1,0
27135,0,0,0,1,0
27136,0,0,1,0,0
27137,0,0,0,1,0
27138,0,0,0,0,1
27139,1,0,0,0,0
27140,1,0,0,0,0
27141,0,0,0,0,1
27142,0,1,0,0,0
27143,1,0,0,0,0
27144,0,0,0,0,1
27145,0,0,0,1,0
27146,0,0,0,0,1
27147,0,0,0,0,1
27148,1,0,0,0,0
27149,0,0,0,0,1
27150,0,0,0,0,1
27151,0,0,0,0,1
27152,1,0,0,0,0
27153,0,0,0,1,0
27154,1,0,0,0,0
27155,0,0,0,1,0
27156,1,0,0,0,0
27157,0,0,0,0,1
27158,0,0,0,0,1
27159,0,0,0,1,0
27160,0,0,0,1,0
27161,1,0,0,0,0
27162,0,0,0,1,0
27163,0,0,0,0,1
27164,0,0,0,0,1
27165,0,0,0,0,1
27166,0,0,0,0,1
27167,0,0,1,0,0
27168,0,0,0,0,1
27169,1,0,0,0,0
27170,0,0,0,0,1
27171,0,0,0,1,0
27172,0,0,0,0,1
27173,0,0,0,0,1
27174,0,0,0,1,0
27175,0,0,0,0,1
27176,0,0,0,0,1
27177,0,0,0,1,0
27178,0,0,0,0,1
27179,0,0,0,0,1
27180,1,0,0,0,0
27181,1,0,0,0,0
27182,0,0,0,0,1
27183,1,0,0,0,0
27184,0,0,0,1,0
27185,1,0,0,0,0
27186,1,0,0,0,0
27187,1,0,0,0,0
27188,1,0,0,0,0
27189,1,0,0,0,0
27190,0,0,0,0,1
27191,0,0,0,0,1
27192,1,0,0,0,0
27193,0,0,0,1,0
27194,0,1,0,0,0
27195,0,0,0,1,0
27196,1,0,0,0,0
27197,0,0,1,0,0
27198,0,0,0,0,1
27199,0,0,0,0,1
27200,0,0,0,1,0
27201,0,1,0,0,0
27202,0,0,0,1,0
27203,0,1,0,0,0
27204,1,0,0,0,0
27205,0,0,0,1,0
27206,0,0,0,0,1
27207,0,0,0,1,0
27208,0,0,0,0,1
27209,0,0,0,0,1
27210,0,0,0,0,1
27211,1,0,0,0,0
27212,1,0,0,0,0
27213,1,0,0,0,0
27214,0,0,0,0,1
27215,0,0,0,0,1
27216,1,0,0,0,0
27217,0,0,0,1,0
27218,0,0,0,0,1
27219,0,0,1,0,0
27220,1,0,0,0,0
27221,0,0,0,0,1
27222,0,0,0,1,0
27223,0,0,0,0,1
27224,0,0,0,0,1
27225,1,0,0,0,0
27226,0,0,0,0,1
27227,0,0,0,0,1
27228,1,0,0,0,0
27229,0,0,0,0,1
27230,0,0,0,0,1
27231,0,0,0,0,1
27232,0,0,0,1,0
27233,1,0,0,0,0
27234,0,0,0,0,1
27235,0,0,0,0,1
27236,0,0,0,0,1
27237,0,0,1,0,0
27238,0,0,1,0,0
27239,0,0,0,0,1
27240,0,0,0,0,1
27241,0,0,0,0,1
27242,0,0,1,0,0
27243,0,0,0,0,1
27244,0,0,0,0,1
27245,0,0,0,0,1
27246,0,0,1,0,0
27247,0,0,0,0,1
27248,1,0,0,0,0
27249,0,0,0,0,1
27250,0,0,0,0,1
27251,0,0,0,1,0
27252,0,0,0,0,1
27253,0,0,1,0,0
27254,0,0,0,0,1
27255,1,0,0,0,0
27256,1,0,0,0,0
27257,1,0,0,0,0
27258,0,0,0,0,1
27259,0,0,1,0,0
27260,1,0,0,0,0
27261,0,0,0,0,1
27262,0,0,1,0,0
27263,1,0,0,0,0
27264,0,0,0,0,1
27265,0,0,0,1,0
27266,0,0,0,1,0
27267,1,0,0,0,0
27268,0,0,0,0,1
27269,0,0,1,0,0
27270,0,0,0,0,1
27271,0,0,0,0,1
27272,0,0,0,1,0
27273,0,0,0,1,0
27274,0,0,0,0,1
27275,0,0,0,0,1
27276,0,0,0,0,1
27277,0,0,0,0,1
27278,1,0,0,0,0
27279,0,0,0,0,1
27280,0,0,0,1,0
27281,1,0,0,0,0
27282,0,0,0,1,0
27283,0,0,0,0,1
27284,0,0,0,1,0
27285,0,0,0,0,1
27286,0,0,0,0,1
27287,0,0,1,0,0
27288,0,0,1,0,0
27289,0,0,0,0,1
27290,0,0,0,1,0
27291,0,0,0,0,1
27292,0,0,0,1,0
27293,0,0,0,0,1
27294,0,0,0,0,1
27295,0,1,0,0,0
27296,0,0,0,1,0
27297,0,0,0,1,0
27298,0,0,0,0,1
27299,0,0,1,0,0
27300,1,0,0,0,0
27301,0,0,0,0,1
27302,0,0,0,0,1
27303,1,0,0,0,0
27304,1,0,0,0,0
27305,1,0,0,0,0
27306,1,0,0,0,0
27307,0,0,0,0,1
27308,0,0,0,1,0
27309,0,0,1,0,0
27310,1,0,0,0,0
27311,0,0,0,0,1
